cell_id	celltype	UMI_number	gene_number	individual	tissue	population	cluster	redefined_cluster
ery_eBM2_L5_bar42	ery	142483	4579	eBM2	eBM	e	Ery_C5	Ery3
ery_eBM2_L5_bar43	ery	50950	4213	eBM2	eBM	e	Ery_C5	Ery3
ery_eBM2_L5_bar44	ery	140825	3674	eBM2	eBM	e	Ery_C5	Ery3
ery_eBM2_L5_bar45	ery	5536	1786	eBM2	eBM	e	Ery_C1	Ery/Gra1
ery_eBM2_L5_bar47	ery	23607	4809	eBM2	eBM	e	Ery_C1	Ery/Gra1
ery_eBM2_L5_bar48	ery	6317	2412	eBM2	eBM	e	Ery_C2	Ery/Gra2
ery_eBM2_L5_bar49	ery	35411	5072	eBM2	eBM	e	Ery_C2	Ery/Gra2
ery_eBM2_L5_bar50	ery	19780	3946	eBM2	eBM	e	Ery_C1	Ery/Gra1
ery_eBM2_L5_bar51	ery	3060	1328	eBM2	eBM	e	Ery_C1	Ery/Gra1
ery_eBM2_L5_bar52	ery	5919	1873	eBM2	eBM	e	Ery_C1	Ery/Gra1
ery_eBM2_L5_bar53	ery	5204	1857	eBM2	eBM	e	Ery_C1	Ery/Gra1
ery_eBM2_L5_bar54	ery	105206	5309	eBM2	eBM	e	Ery_C5	Ery3
ery_eBM2_L5_bar55	ery	47786	4596	eBM2	eBM	e	Ery_C5	Ery3
ery_eBM2_L5_bar56	ery	35748	4174	eBM2	eBM	e	Ery_C5	Ery3
ery_eBM2_L5_bar57	ery	69130	4425	eBM2	eBM	e	Ery_C5	Ery3
ery_eBM2_L5_bar58	ery	4225	1694	eBM2	eBM	e	Ery_C5	Ery3
ery_eBM2_L5_bar59	ery	61613	3201	eBM2	eBM	e	Ery_C5	Ery3
ery_eBM2_L5_bar60	ery	14384	4005	eBM2	eBM	e	Ery_C1	Ery/Gra1
ery_eBM2_L5_bar61	ery	6168	2297	eBM2	eBM	e	Ery_C1	Ery/Gra1
ery_eBM2_L5_bar62	ery	24727	4453	eBM2	eBM	e	Ery_C1	Ery/Gra1
ery_eBM2_L5_bar63	ery	19149	4152	eBM2	eBM	e	Ery_C1	Ery/Gra1
ery_eBM2_L5_bar64	ery	127142	6441	eBM2	eBM	e	Ery_C5	Ery3
ery_eBM2_L5_bar65	ery	29971	3010	eBM2	eBM	e	Ery_C3	Ery1
ery_eBM2_L5_bar66	ery	10145	2698	eBM2	eBM	e	Ery_C1	Ery/Gra1
ery_eBM2_L5_bar67	ery	9006	2577	eBM2	eBM	e	Ery_C1	Ery/Gra1
ery_eBM2_L5_bar68	ery	7493	2756	eBM2	eBM	e	Ery_C5	Ery3
ery_eBM2_L5_bar69	ery	48806	3474	eBM2	eBM	e	Ery_C5	Ery3
ery_eBM2_L5_bar70	ery	11690	2910	eBM2	eBM	e	Ery_C1	Ery/Gra1
ery_eBM2_L5_bar71	ery	5130	1703	eBM2	eBM	e	Ery_C1	Ery/Gra1
ery_eBM2_L5_bar72	ery	6427	1853	eBM2	eBM	e	Ery_C1	Ery/Gra1
ery_eBM2_L5_bar73	ery	25017	3909	eBM2	eBM	e	Ery_C5	Ery3
ery_eBM2_L5_bar74	ery	212536	5181	eBM2	eBM	e	Ery_C5	Ery3
ery_eBM2_L5_bar75	ery	5242	2170	eBM2	eBM	e	Ery_C2	Ery/Gra2
ery_eBM2_L5_bar77	ery	11225	3266	eBM2	eBM	e	Ery_C2	Ery/Gra2
ery_eBM2_L5_bar79	ery	4428	1763	eBM2	eBM	e	Ery_C1	Ery/Gra1
ery_eBM2_L5_bar80	ery	8469	2598	eBM2	eBM	e	Ery_C1	Ery/Gra1
ery_eBM2_L5_bar81	ery	9695	2876	eBM2	eBM	e	Ery_C1	Ery/Gra1
ery_eBM2_L5_bar82	ery	33553	2895	eBM2	eBM	e	Ery_C5	Ery3
ery_eBM2_L5_bar83	ery	3002	1116	eBM2	eBM	e	Ery_C1	Ery/Gra1
ery_eBM2_L5_bar84	ery	5749	2119	eBM2	eBM	e	Ery_C2	Ery/Gra2
ery_eBM2_L5_bar86	ery	23386	4249	eBM2	eBM	e	Ery_C1	Ery/Gra1
ery_eBM2_L5_bar87	ery	4290	1648	eBM2	eBM	e	Ery_C1	Ery/Gra1
ery_eBM2_L5_bar89	ery	16309	3279	eBM2	eBM	e	Ery_C2	Ery/Gra2
ery_eBM2_L5_bar90	ery	131726	3853	eBM2	eBM	e	Ery_C5	Ery3
ery_eBM2_L5_bar91	ery	108945	3509	eBM2	eBM	e	Ery_C5	Ery3
ery_eBM2_L5_bar92	ery	4141	1307	eBM2	eBM	e	Ery_C1	Ery/Gra1
ery_eBM2_L5_bar94	ery	12528	3355	eBM2	eBM	e	Ery_C1	Ery/Gra1
ery_eBM2_L6_bar1	ery	51919	3990	eBM2	eBM	e	Ery_C5	Ery3
ery_eBM2_L6_bar2	ery	66228	4262	eBM2	eBM	e	Ery_C5	Ery3
ery_eBM2_L6_bar3	ery	43967	3541	eBM2	eBM	e	Ery_C5	Ery3
ery_eBM2_L6_bar4	ery	44573	3673	eBM2	eBM	e	Ery_C5	Ery3
ery_eBM2_L6_bar5	ery	13975	2480	eBM2	eBM	e	Ery_C5	Ery3
ery_eBM2_L6_bar7	ery	7459	1610	eBM2	eBM	e	Ery_C5	Ery3
ery_eBM2_L6_bar9	ery	4659	1781	eBM2	eBM	e	Ery_C1	Ery/Gra1
ery_eBM2_L6_bar10	ery	34899	4299	eBM2	eBM	e	Ery_C5	Ery3
ery_eBM2_L6_bar11	ery	19487	2577	eBM2	eBM	e	Ery_C5	Ery3
ery_eBM2_L6_bar12	ery	7888	2493	eBM2	eBM	e	Ery_C2	Ery/Gra2
ery_eBM2_L6_bar13	ery	7968	2511	eBM2	eBM	e	Ery_C1	Ery/Gra1
ery_eBM2_L6_bar14	ery	2356	1312	eBM2	eBM	e	Ery_C1	Ery/Gra1
ery_eBM2_L6_bar15	ery	34234	5344	eBM2	eBM	e	Ery_C1	Ery/Gra1
ery_eBM2_L6_bar16	ery	17300	3884	eBM2	eBM	e	Ery_C2	Ery/Gra2
ery_eBM2_L6_bar17	ery	6664	2359	eBM2	eBM	e	Ery_C1	Ery/Gra1
ery_eBM2_L6_bar18	ery	3862	1592	eBM2	eBM	e	Ery_C1	Ery/Gra1
ery_eBM2_L6_bar19	ery	22330	3164	eBM2	eBM	e	Ery_C5	Ery3
ery_eBM2_L6_bar20	ery	4159	1041	eBM2	eBM	e	Ery_C3	Ery1
ery_eBM2_L6_bar21	ery	7929	1212	eBM2	eBM	e	Ery_C3	Ery1
ery_eBM2_L6_bar22	ery	43556	5815	eBM2	eBM	e	Ery_C1	Ery/Gra1
ery_eBM2_L6_bar25	ery	9988	3063	eBM2	eBM	e	Ery_C1	Ery/Gra1
ery_eBM2_L6_bar26	ery	56679	6040	eBM2	eBM	e	Ery_C1	Ery/Gra1
ery_eBM2_L6_bar27	ery	36173	3343	eBM2	eBM	e	Ery_C5	Ery3
ery_eBM2_L6_bar28	ery	18673	3033	eBM2	eBM	e	Ery_C5	Ery3
ery_eBM2_L6_bar29	ery	37107	4593	eBM2	eBM	e	Ery_C5	Ery3
ery_eBM2_L6_bar30	ery	13854	3591	eBM2	eBM	e	Ery_C1	Ery/Gra1
ery_eBM2_L6_bar31	ery	10514	2208	eBM2	eBM	e	Ery_C5	Ery3
ery_eBM2_L6_bar32	ery	4472	1850	eBM2	eBM	e	Ery_C1	Ery/Gra1
ery_eBM2_L6_bar33	ery	40277	3427	eBM2	eBM	e	Ery_C5	Ery3
ery_eBM2_L6_bar34	ery	5218	1482	eBM2	eBM	e	Ery_C5	Ery3
ery_eBM2_L6_bar35	ery	18761	3213	eBM2	eBM	e	Ery_C5	Ery3
ery_eBM2_L6_bar36	ery	27916	2714	eBM2	eBM	e	Ery_C5	Ery3
ery_eBM2_L6_bar37	ery	50009	3203	eBM2	eBM	e	Ery_C5	Ery3
ery_eBM2_L6_bar38	ery	9471	2919	eBM2	eBM	e	Ery_C1	Ery/Gra1
ery_eBM2_L6_bar39	ery	11411	2775	eBM2	eBM	e	Ery_C5	Ery3
ery_eBM2_L6_bar40	ery	15511	3701	eBM2	eBM	e	Ery_C1	Ery/Gra1
ery_eBM2_L6_bar41	ery	34503	6915	eBM2	eBM	e	Ery_C1	Ery/Gra1
ery_eBM2_L6_bar42	ery	5343	1958	eBM2	eBM	e	Ery_C1	Ery/Gra1
ery_eBM2_L6_bar45	ery	42521	4465	eBM2	eBM	e	Ery_C5	Ery3
ery_eBM2_L6_bar46	ery	7397	1596	eBM2	eBM	e	Ery_C5	Ery3
ery_eBM2_L6_bar47	ery	24118	4978	eBM2	eBM	e	Ery_C1	Ery/Gra1
ery_eBM2_L6_bar48	ery	5929	2354	eBM2	eBM	e	Ery_C2	Ery/Gra2
ery_eBM2_L6_bar49	ery	58147	5179	eBM2	eBM	e	Ery_C5	Ery3
ery_eBM2_L6_bar50	ery	85535	5384	eBM2	eBM	e	Ery_C5	Ery3
ery_eBM2_L6_bar51	ery	50791	3589	eBM2	eBM	e	Ery_C5	Ery3
ery_eBM2_L6_bar52	ery	31417	2724	eBM2	eBM	e	Ery_C5	Ery3
ery_eBM2_L6_bar53	ery	18292	3095	eBM2	eBM	e	Ery_C5	Ery3
ery_eBM2_L6_bar56	ery	2020	1060	eBM2	eBM	e	Ery_C1	Ery/Gra1
ery_eBM2_L6_bar57	ery	4699	1791	eBM2	eBM	e	Ery_C1	Ery/Gra1
ery_eBM2_L6_bar60	ery	13550	3871	eBM2	eBM	e	Ery_C1	Ery/Gra1
ery_eBM2_L6_bar61	ery	5546	2263	eBM2	eBM	e	Ery_C1	Ery/Gra1
ery_eBM2_L6_bar62	ery	21350	4447	eBM2	eBM	e	Ery_C1	Ery/Gra1
ery_eBM2_L6_bar63	ery	16617	4123	eBM2	eBM	e	Ery_C1	Ery/Gra1
ery_eBM2_L6_bar64	ery	14050	3682	eBM2	eBM	e	Ery_C2	Ery/Gra2
ery_eBM2_L6_bar65	ery	48519	4145	eBM2	eBM	e	Ery_C5	Ery3
ery_eBM2_L6_bar66	ery	56386	4304	eBM2	eBM	e	Ery_C5	Ery3
ery_eBM2_L6_bar67	ery	85528	4703	eBM2	eBM	e	Ery_C5	Ery3
ery_eBM2_L6_bar68	ery	60150	4002	eBM2	eBM	e	Ery_C5	Ery3
ery_eBM2_L6_bar69	ery	32398	3707	eBM2	eBM	e	Ery_C5	Ery3
ery_eBM2_L6_bar70	ery	37527	4171	eBM2	eBM	e	Ery_C5	Ery3
ery_eBM2_L6_bar71	ery	5388	2034	eBM2	eBM	e	Ery_C1	Ery/Gra1
ery_eBM2_L6_bar72	ery	4583	1920	eBM2	eBM	e	Ery_C1	Ery/Gra1
ery_eBM2_L6_bar74	ery	15185	3388	eBM2	eBM	e	Ery_C2	Ery/Gra2
ery_eBM2_L6_bar75	ery	5279	2043	eBM2	eBM	e	Ery_C2	Ery/Gra2
ery_eBM2_L6_bar77	ery	10121	3166	eBM2	eBM	e	Ery_C2	Ery/Gra2
ery_eBM2_L6_bar80	ery	6534	2401	eBM2	eBM	e	Ery_C1	Ery/Gra1
ery_eBM2_L6_bar81	ery	10659	3434	eBM2	eBM	e	Ery_C1	Ery/Gra1
ery_eBM2_L6_bar82	ery	13330	2693	eBM2	eBM	e	Ery_C5	Ery3
ery_eBM2_L6_bar83	ery	2983	1347	eBM2	eBM	e	Ery_C1	Ery/Gra1
ery_eBM2_L6_bar84	ery	66861	4155	eBM2	eBM	e	Ery_C5	Ery3
ery_eBM2_L6_bar85	ery	4276	1178	eBM2	eBM	e	Ery_C5	Ery3
ery_eBM2_L6_bar86	ery	24229	4485	eBM2	eBM	e	Ery_C1	Ery/Gra1
ery_eBM2_L6_bar87	ery	3172	1645	eBM2	eBM	e	Ery_C1	Ery/Gra1
ery_eBM2_L6_bar89	ery	22698	3582	eBM2	eBM	e	Ery_C2	Ery/Gra2
ery_eBM2_L6_bar90	ery	25158	2979	eBM2	eBM	e	Ery_C5	Ery3
ery_eBM2_L6_bar91	ery	3611	1600	eBM2	eBM	e	Ery_C1	Ery/Gra1
ery_eBM2_L6_bar92	ery	48280	3031	eBM2	eBM	e	Ery_C5	Ery3
ery_eBM2_L6_bar93	ery	3914	1316	eBM2	eBM	e	Ery_C1	Ery/Gra1
ery_eBM2_L6_bar94	ery	13191	3690	eBM2	eBM	e	Ery_C1	Ery/Gra1
ery_eBM3_L7_bar1	ery	29073	3602	eBM3	eBM	e	Ery_C5	Ery3
ery_eBM3_L7_bar2	ery	11859	2881	eBM3	eBM	e	Ery_C1	Ery/Gra1
ery_eBM3_L7_bar4	ery	3738	1673	eBM3	eBM	e	Ery_C1	Ery/Gra1
ery_eBM3_L7_bar7	ery	9004	1282	eBM3	eBM	e	Ery_C4	Ery2
ery_eBM3_L7_bar8	ery	2373	1290	eBM3	eBM	e	Ery_C1	Ery/Gra1
ery_eBM3_L7_bar9	ery	30668	2456	eBM3	eBM	e	Ery_C5	Ery3
ery_eBM3_L7_bar10	ery	13146	3552	eBM3	eBM	e	Ery_C1	Ery/Gra1
ery_eBM3_L7_bar11	ery	12477	1475	eBM3	eBM	e	Ery_C3	Ery1
ery_eBM3_L7_bar12	ery	8568	2833	eBM3	eBM	e	Ery_C2	Ery/Gra2
ery_eBM3_L7_bar13	ery	9607	2606	eBM3	eBM	e	Ery_C1	Ery/Gra1
ery_eBM3_L7_bar14	ery	4975	2257	eBM3	eBM	e	Ery_C1	Ery/Gra1
ery_eBM3_L7_bar15	ery	50359	6157	eBM3	eBM	e	Ery_C1	Ery/Gra1
ery_eBM3_L7_bar16	ery	26260	4622	eBM3	eBM	e	Ery_C2	Ery/Gra2
ery_eBM3_L7_bar17	ery	44892	3985	eBM3	eBM	e	Ery_C4	Ery2
ery_eBM3_L7_bar18	ery	47183	4748	eBM3	eBM	e	Ery_C5	Ery3
ery_eBM3_L7_bar19	ery	33232	4384	eBM3	eBM	e	Ery_C1	Ery/Gra1
ery_eBM3_L7_bar20	ery	38501	4068	eBM3	eBM	e	Ery_C5	Ery3
ery_eBM3_L7_bar21	ery	6603	1728	eBM3	eBM	e	Ery_C5	Ery3
ery_eBM3_L7_bar22	ery	44096	6303	eBM3	eBM	e	Ery_C1	Ery/Gra1
ery_eBM3_L7_bar25	ery	11280	3204	eBM3	eBM	e	Ery_C1	Ery/Gra1
ery_eBM3_L7_bar26	ery	95543	6811	eBM3	eBM	e	Ery_C5	Ery3
ery_eBM3_L7_bar27	ery	96367	5306	eBM3	eBM	e	Ery_C5	Ery3
ery_eBM3_L7_bar28	ery	10878	2583	eBM3	eBM	e	Ery_C3	Ery1
ery_eBM3_L7_bar29	ery	20403	4462	eBM3	eBM	e	Ery_C1	Ery/Gra1
ery_eBM3_L7_bar30	ery	21997	4523	eBM3	eBM	e	Ery_C1	Ery/Gra1
ery_eBM3_L7_bar32	ery	5028	1918	eBM3	eBM	e	Ery_C1	Ery/Gra1
ery_eBM3_L7_bar33	ery	47907	4206	eBM3	eBM	e	Ery_C5	Ery3
ery_eBM3_L7_bar35	ery	16059	3099	eBM3	eBM	e	Ery_C1	Ery/Gra1
ery_eBM3_L7_bar36	ery	9530	1682	eBM3	eBM	e	Ery_C3	Ery1
ery_eBM3_L7_bar37	ery	2615	1043	eBM3	eBM	e	Ery_C3	Ery1
ery_eBM3_L7_bar38	ery	14425	3647	eBM3	eBM	e	Ery_C1	Ery/Gra1
ery_eBM3_L7_bar39	ery	3042	1553	eBM3	eBM	e	Ery_C1	Ery/Gra1
ery_eBM3_L7_bar40	ery	14045	3983	eBM3	eBM	e	Ery_C1	Ery/Gra1
ery_eBM3_L7_bar41	ery	56320	7813	eBM3	eBM	e	Ery_C1	Ery/Gra1
ery_eBM3_L7_bar42	ery	58262	4265	eBM3	eBM	e	Ery_C5	Ery3
ery_eBM3_L7_bar43	ery	21531	3118	eBM3	eBM	e	Ery_C5	Ery3
ery_eBM3_L7_bar44	ery	15793	1879	eBM3	eBM	e	Ery_C4	Ery2
ery_eBM3_L7_bar45	ery	72706	4627	eBM3	eBM	e	Ery_C5	Ery3
ery_eBM3_L7_bar47	ery	33645	5737	eBM3	eBM	e	Ery_C1	Ery/Gra1
ery_eBM3_L7_bar48	ery	7852	2878	eBM3	eBM	e	Ery_C2	Ery/Gra2
ery_eBM3_L7_bar49	ery	44271	5677	eBM3	eBM	e	Ery_C1	Ery/Gra1
ery_eBM3_L7_bar50	ery	108594	5977	eBM3	eBM	e	Ery_C5	Ery3
ery_eBM3_L7_bar52	ery	5915	1852	eBM3	eBM	e	Ery_C2	Ery/Gra2
ery_eBM3_L7_bar53	ery	6134	2324	eBM3	eBM	e	Ery_C1	Ery/Gra1
ery_eBM3_L7_bar54	ery	13296	3860	eBM3	eBM	e	Ery_C1	Ery/Gra1
ery_eBM3_L7_bar55	ery	5740	2258	eBM3	eBM	e	Ery_C1	Ery/Gra1
ery_eBM3_L7_bar56	ery	3123	1498	eBM3	eBM	e	Ery_C1	Ery/Gra1
ery_eBM3_L7_bar57	ery	25236	5657	eBM3	eBM	e	Ery_C1	Ery/Gra1
ery_eBM3_L7_bar58	ery	15190	1847	eBM3	eBM	e	Ery_C3	Ery1
ery_eBM3_L7_bar59	ery	3922	1394	eBM3	eBM	e	Ery_C5	Ery3
ery_eBM3_L7_bar60	ery	20877	4708	eBM3	eBM	e	Ery_C1	Ery/Gra1
ery_eBM3_L7_bar61	ery	11088	3676	eBM3	eBM	e	Ery_C1	Ery/Gra1
ery_eBM3_L7_bar62	ery	32699	5271	eBM3	eBM	e	Ery_C1	Ery/Gra1
ery_eBM3_L7_bar63	ery	25541	5025	eBM3	eBM	e	Ery_C1	Ery/Gra1
ery_eBM3_L7_bar64	ery	19095	4400	eBM3	eBM	e	Ery_C2	Ery/Gra2
ery_eBM3_L7_bar65	ery	11590	3413	eBM3	eBM	e	Ery_C1	Ery/Gra1
ery_eBM3_L7_bar66	ery	117291	5345	eBM3	eBM	e	Ery_C5	Ery3
ery_eBM3_L7_bar67	ery	119231	5588	eBM3	eBM	e	Ery_C5	Ery3
ery_eBM3_L7_bar70	ery	15049	3687	eBM3	eBM	e	Ery_C1	Ery/Gra1
ery_eBM3_L7_bar71	ery	82763	4463	eBM3	eBM	e	Ery_C5	Ery3
ery_eBM3_L7_bar72	ery	13862	2593	eBM3	eBM	e	Ery_C4	Ery2
ery_eBM3_L7_bar74	ery	18071	3684	eBM3	eBM	e	Ery_C2	Ery/Gra2
ery_eBM3_L7_bar75	ery	13593	3160	eBM3	eBM	e	Ery_C5	Ery3
ery_eBM3_L7_bar77	ery	15109	3977	eBM3	eBM	e	Ery_C1	Ery/Gra1
ery_eBM3_L7_bar78	ery	27549	2988	eBM3	eBM	e	Ery_C5	Ery3
ery_eBM3_L7_bar79	ery	5774	2190	eBM3	eBM	e	Ery_C1	Ery/Gra1
ery_eBM3_L7_bar80	ery	11075	3281	eBM3	eBM	e	Ery_C1	Ery/Gra1
ery_eBM3_L7_bar81	ery	12665	3742	eBM3	eBM	e	Ery_C1	Ery/Gra1
ery_eBM3_L7_bar82	ery	31840	3494	eBM3	eBM	e	Ery_C5	Ery3
ery_eBM3_L7_bar83	ery	20704	3251	eBM3	eBM	e	Ery_C1	Ery/Gra1
ery_eBM3_L7_bar84	ery	11748	3197	eBM3	eBM	e	Ery_C1	Ery/Gra1
ery_eBM3_L7_bar85	ery	8345	2128	eBM3	eBM	e	Ery_C5	Ery3
ery_eBM3_L7_bar86	ery	34153	5096	eBM3	eBM	e	Ery_C1	Ery/Gra1
ery_eBM3_L7_bar87	ery	5113	2257	eBM3	eBM	e	Ery_C1	Ery/Gra1
ery_eBM3_L7_bar89	ery	29435	4471	eBM3	eBM	e	Ery_C2	Ery/Gra2
ery_eBM3_L7_bar90	ery	33223	3093	eBM3	eBM	e	Ery_C4	Ery2
ery_eBM3_L7_bar91	ery	63477	4814	eBM3	eBM	e	Ery_C5	Ery3
ery_eBM3_L7_bar92	ery	131688	4875	eBM3	eBM	e	Ery_C5	Ery3
ery_eBM3_L7_bar93	ery	3019	1323	eBM3	eBM	e	Ery_C1	Ery/Gra1
ery_eBM3_L7_bar94	ery	20603	4651	eBM3	eBM	e	Ery_C1	Ery/Gra1
ery_eBM3_L8_bar1	ery	8113	2065	eBM3	eBM	e	Ery_C1	Ery/Gra1
ery_eBM3_L8_bar2	ery	68952	5393	eBM3	eBM	e	Ery_C5	Ery3
ery_eBM3_L8_bar3	ery	59996	4681	eBM3	eBM	e	Ery_C5	Ery3
ery_eBM3_L8_bar4	ery	5229	1960	eBM3	eBM	e	Ery_C1	Ery/Gra1
ery_eBM3_L8_bar8	ery	20218	3635	eBM3	eBM	e	Ery_C5	Ery3
ery_eBM3_L8_bar9	ery	5239	1564	eBM3	eBM	e	Ery_C1	Ery/Gra1
ery_eBM3_L8_bar10	ery	15330	4222	eBM3	eBM	e	Ery_C1	Ery/Gra1
ery_eBM3_L8_bar11	ery	2161	1173	eBM3	eBM	e	Ery_C3	Ery1
ery_eBM3_L8_bar12	ery	8904	2915	eBM3	eBM	e	Ery_C2	Ery/Gra2
ery_eBM3_L8_bar13	ery	10504	3144	eBM3	eBM	e	Ery_C1	Ery/Gra1
ery_eBM3_L8_bar14	ery	3961	1680	eBM3	eBM	e	Ery_C1	Ery/Gra1
ery_eBM3_L8_bar15	ery	53111	5854	eBM3	eBM	e	Ery_C1	Ery/Gra1
ery_eBM3_L8_bar16	ery	22959	4473	eBM3	eBM	e	Ery_C2	Ery/Gra2
ery_eBM3_L8_bar17	ery	131290	5779	eBM3	eBM	e	Ery_C5	Ery3
ery_eBM3_L8_bar18	ery	37952	3883	eBM3	eBM	e	Ery_C4	Ery2
ery_eBM3_L8_bar19	ery	14292	2075	eBM3	eBM	e	Ery_C3	Ery1
ery_eBM3_L8_bar22	ery	36492	5870	eBM3	eBM	e	Ery_C1	Ery/Gra1
ery_eBM3_L8_bar25	ery	12408	3091	eBM3	eBM	e	Ery_C1	Ery/Gra1
ery_eBM3_L8_bar26	ery	40130	5896	eBM3	eBM	e	Ery_C1	Ery/Gra1
ery_eBM3_L8_bar27	ery	24569	2959	eBM3	eBM	e	Ery_C1	Ery/Gra1
ery_eBM3_L8_bar28	ery	4529	1939	eBM3	eBM	e	Ery_C2	Ery/Gra2
ery_eBM3_L8_bar29	ery	18451	4121	eBM3	eBM	e	Ery_C1	Ery/Gra1
ery_eBM3_L8_bar30	ery	17174	3933	eBM3	eBM	e	Ery_C1	Ery/Gra1
ery_eBM3_L8_bar31	ery	9895	2375	eBM3	eBM	e	Ery_C5	Ery3
ery_eBM3_L8_bar32	ery	11124	3344	eBM3	eBM	e	Ery_C1	Ery/Gra1
ery_eBM3_L8_bar33	ery	56395	4657	eBM3	eBM	e	Ery_C5	Ery3
ery_eBM3_L8_bar34	ery	3168	1319	eBM3	eBM	e	Ery_C4	Ery2
ery_eBM3_L8_bar35	ery	10584	2847	eBM3	eBM	e	Ery_C5	Ery3
ery_eBM3_L8_bar36	ery	21389	2573	eBM3	eBM	e	Ery_C5	Ery3
ery_eBM3_L8_bar37	ery	7561	1448	eBM3	eBM	e	Ery_C3	Ery1
ery_eBM3_L8_bar38	ery	13417	3500	eBM3	eBM	e	Ery_C1	Ery/Gra1
ery_eBM3_L8_bar39	ery	2746	1473	eBM3	eBM	e	Ery_C1	Ery/Gra1
ery_eBM3_L8_bar40	ery	10282	3250	eBM3	eBM	e	Ery_C1	Ery/Gra1
ery_eBM3_L8_bar41	ery	64511	7536	eBM3	eBM	e	Ery_C1	Ery/Gra1
ery_eBM3_L8_bar42	ery	6479	2214	eBM3	eBM	e	Ery_C1	Ery/Gra1
ery_eBM3_L8_bar44	ery	96855	4211	eBM3	eBM	e	Ery_C5	Ery3
ery_eBM3_L8_bar45	ery	3390	1538	eBM3	eBM	e	Ery_C1	Ery/Gra1
ery_eBM3_L8_bar47	ery	29049	5270	eBM3	eBM	e	Ery_C1	Ery/Gra1
ery_eBM3_L8_bar48	ery	29339	3890	eBM3	eBM	e	Ery_C5	Ery3
ery_eBM3_L8_bar49	ery	16439	3827	eBM3	eBM	e	Ery_C2	Ery/Gra2
ery_eBM3_L8_bar50	ery	20415	4366	eBM3	eBM	e	Ery_C1	Ery/Gra1
ery_eBM3_L8_bar52	ery	3964	1608	eBM3	eBM	e	Ery_C1	Ery/Gra1
ery_eBM3_L8_bar53	ery	29450	4319	eBM3	eBM	e	Ery_C5	Ery3
ery_eBM3_L8_bar55	ery	13964	2006	eBM3	eBM	e	Ery_C3	Ery1
ery_eBM3_L8_bar56	ery	2275	1224	eBM3	eBM	e	Ery_C4	Ery2
ery_eBM3_L8_bar57	ery	13866	2064	eBM3	eBM	e	Ery_C3	Ery1
ery_eBM3_L8_bar58	ery	17979	1991	eBM3	eBM	e	Ery_C4	Ery2
ery_eBM3_L8_bar60	ery	20759	4435	eBM3	eBM	e	Ery_C1	Ery/Gra1
ery_eBM3_L8_bar61	ery	5255	2152	eBM3	eBM	e	Ery_C1	Ery/Gra1
ery_eBM3_L8_bar62	ery	28229	4884	eBM3	eBM	e	Ery_C1	Ery/Gra1
ery_eBM3_L8_bar63	ery	22086	4668	eBM3	eBM	e	Ery_C1	Ery/Gra1
ery_eBM3_L8_bar64	ery	15303	3838	eBM3	eBM	e	Ery_C2	Ery/Gra2
ery_eBM3_L8_bar65	ery	12610	3546	eBM3	eBM	e	Ery_C1	Ery/Gra1
ery_eBM3_L8_bar66	ery	67273	4432	eBM3	eBM	e	Ery_C4	Ery2
ery_eBM3_L8_bar67	ery	47255	3808	eBM3	eBM	e	Ery_C5	Ery3
ery_eBM3_L8_bar68	ery	6680	2626	eBM3	eBM	e	Ery_C1	Ery/Gra1
ery_eBM3_L8_bar69	ery	5488	2278	eBM3	eBM	e	Ery_C1	Ery/Gra1
ery_eBM3_L8_bar70	ery	11943	3299	eBM3	eBM	e	Ery_C1	Ery/Gra1
ery_eBM3_L8_bar71	ery	4930	1831	eBM3	eBM	e	Ery_C1	Ery/Gra1
ery_eBM3_L8_bar72	ery	4901	1948	eBM3	eBM	e	Ery_C1	Ery/Gra1
ery_eBM3_L8_bar74	ery	33245	3968	eBM3	eBM	e	Ery_C2	Ery/Gra2
ery_eBM3_L8_bar75	ery	5172	2208	eBM3	eBM	e	Ery_C2	Ery/Gra2
ery_eBM3_L8_bar77	ery	59585	4820	eBM3	eBM	e	Ery_C5	Ery3
ery_eBM3_L8_bar80	ery	6401	2358	eBM3	eBM	e	Ery_C1	Ery/Gra1
ery_eBM3_L8_bar81	ery	24162	3535	eBM3	eBM	e	Ery_C3	Ery1
ery_eBM3_L8_bar83	ery	2933	1345	eBM3	eBM	e	Ery_C1	Ery/Gra1
ery_eBM3_L8_bar84	ery	21931	3257	eBM3	eBM	e	Ery_C5	Ery3
ery_eBM3_L8_bar86	ery	29782	4814	eBM3	eBM	e	Ery_C1	Ery/Gra1
ery_eBM3_L8_bar87	ery	15056	2499	eBM3	eBM	e	Ery_C5	Ery3
ery_eBM3_L8_bar89	ery	29522	3764	eBM3	eBM	e	Ery_C2	Ery/Gra2
ery_eBM3_L8_bar90	ery	12709	1759	eBM3	eBM	e	Ery_C3	Ery1
ery_eBM3_L8_bar91	ery	30604	3613	eBM3	eBM	e	Ery_C5	Ery3
ery_eBM3_L8_bar92	ery	5439	1427	eBM3	eBM	e	Ery_C3	Ery1
ery_eBM3_L8_bar93	ery	24119	3047	eBM3	eBM	e	Ery_C5	Ery3
ery_eBM3_L8_bar94	ery	16071	4100	eBM3	eBM	e	Ery_C1	Ery/Gra1
ery_eBM1_L9_bar1	ery	160438	6017	eBM1	eBM	e	Ery_C5	Ery3
ery_eBM1_L9_bar2	ery	22806	3763	eBM1	eBM	e	Ery_C2	Ery/Gra2
